Product ID,Product Title,Product Subtitle,Product Label,Product Features,Product Images,Digital Assets - Main Product Image,Digital Assets - 45-Degree Angled View,Digital Assets - Front View,Digital Assets - Left Side View,Digital Assets - Right Side View,Digital Assets - Top View,Digital Assets - Back View,Digital Assets - Packaging 45 Degree Angled View,Digital Assets - Packaging Back View,Digital Assets - Packaging Front View,Digital Assets - Packaging Left Side View,Digital Assets - Packaging Right Side View,Digital Assets - Feature Image 1,Digital Assets - Feature Image 2,Digital Assets - Feature Image 3,Digital Assets - Feature Image 4,Digital Assets - Feature Image 5,Digital Assets - Feature Image 6,Digital Assets - Feature Image 7,Digital Assets - Additional Feature Images,Digital Assets - Lifestyle Image 1,Digital Assets - Lifestyle Image 2,Digital Assets - Lifestyle Image 3,Digital Assets - Lifestyle Image 4,Digital Assets - Lifestyle Image 5,Digital Assets - Lifestyle Image 6,Digital Assets - Lifestyle Image 7,Digital Assets - Additional Lifestyle Images,Digital Assets - Product Assembly Video,Digital Assets - Product Installation Video,Digital Assets - Product Marketing Video,Digital Assets - Product Teaser Video,Digital Assets - Product Training Video,Digital Assets - Assembly/Instructional Guide - PDF,Digital Assets - DoC (Declaration of Conformity) - PDF,Digital Assets - DoP (Declaration of Performance and Test Reports) - PDF,Digital Assets - Energy Guide - PDF,Digital Assets - FSC Certification for Packaging - PDF,Digital Assets - FSC Certification for Product - PDF,Digital Assets - Installation Guide - PDF,Digital Assets - POPs (Persistent Organic Pollutants) - PDF,Digital Assets - Product Certifications - PDF,"Digital Assets - REACH (Registration, Evaluation, Authorization, and Restriction of Chemicals) - PDF",Digital Assets - Safety Data Sheet (SDS) - PDF,Digital Assets - Sell Sheet - PDF,Digital Assets - SHVC (Substances of Very High Concern) - PDF,Digital Assets - Use & Care Manual - PDF,PRODUCT DESCRIPTIONS - Long Description,PRODUCT DESCRIPTIONS - Shortened Description,PRODUCT DESCRIPTIONS - Collated Feature & Benefit,PRODUCT DESCRIPTIONS - Sell Sheet - PDF,PRODUCT DESCRIPTIONS - Assembly/Instructional Guide - PDF,PRODUCT DESCRIPTIONS - Energy Guide - PDF,PRODUCT DESCRIPTIONS - Installation Guide - PDF,PRODUCT DESCRIPTIONS - Safety Data Sheet (SDS) - PDF,PRODUCT DESCRIPTIONS - Use & Care Manual - PDF,PRODUCT DESCRIPTIONS - Assembly/Instructional Guide - PDF,PRODUCT DESCRIPTIONS - Energy Guide - PDF,PRODUCT DESCRIPTIONS - Installation Guide - PDF,PRODUCT DESCRIPTIONS - Safety Data Sheet (SDS) - PDF,PRODUCT DESCRIPTIONS - Use & Care Manual - PDF,Packaged Dimensions - Package Depth - Centimeters,Packaged Dimensions - Package Depth - Inches,Packaged Dimensions - Package Depth - Millimeters,Packaged Dimensions - Package Height - Centimeters,Packaged Dimensions - Package Height - Inches,Packaged Dimensions - Package Height - Millimeters,Packaged Dimensions - Package Width - Centimeters,Packaged Dimensions - Package Width - Millimeters,Packaged Dimensions - Package Width - Inches,Packaged Dimensions - Package Weight - Grams,Packaged Dimensions - Package Weight - Kilograms,Packaged Dimensions - Package Weight - Pounds
OX-P021907,"OX Pro Screed Spare Part - End Cap Set, Screed handle",Wet Trade Hand Tools > Concreting Tools > Screeds & Straight Edges,OX-P021907,,http://images.salsify.com/image/upload/s--Fqz3C99o--/n38jm05agneww5f6ohxp.jpg,http://images.salsify.com/image/upload/s--Fqz3C99o--/n38jm05agneww5f6ohxp.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.57,40.0,2,0.79,20.0,3,30.0,1.18,0,0,
OX-P049724,OX Pro Hopper Gun Spare Part - 45ç Elbow,Wet Trade Hand Tools > Plastering Tools > Hopper Guns & Accessories,OX-P049724,,"http://images.salsify.com/image/upload/s--sb2zH8mC--/ueabuudnv0hnme4anq9g.png, http://images.salsify.com/image/upload/s--snlCnU2y--/r42nkhdegwknuvjmluyk.jpg","http://images.salsify.com/image/upload/s--sb2zH8mC--/ueabuudnv0hnme4anq9g.png, http://images.salsify.com/image/upload/s--snlCnU2y--/r42nkhdegwknuvjmluyk.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.97,50.0,5,1.97,50.0,5,50.0,1.97,100,0.1,0.22
OX-P081410,OX Pro Hickory Handle Sledge Hammer 10 lb,General Hand Tools > Striking & Demolition > Sledge Hammers,OX-P081410,"Hardened high quality steel head, Genuine hickory handle, 1lb / 4.5kg, -, .",,,http://images.salsify.com/image/upload/s--IthYK__P--/cx7nghbhehs7o9koaf2i.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX Pro Hickory Handle Sledge Hammer featured a genuine hickory wood handle and a rubber collar for strike protection. Made from hardened, high-quality steel this sledge hammer promises extreme toughness. Available in 7lb, 10lb and 14lb.","Hardened high quality steel head, Genuine hickory handle, 1lb / 4.5kg, -, .",,,,,,,,,,,,6.5,,65.0,90,,900.0,17,170.0,,5430,5.43,11.64
OX-S489703,OX Demolition Gloves - L,Site & Shop Accessories > Safety > Hand Protection,OX-S489703,"Impact rubber TPR protection across hand and fingers., Reinforced design to increase durability and grip., Padded palms for enhanced comfort & to reduce vibration., Breathable design reducing sweat build-up and keeping your hand cool & dry., Adjustable Velcro Cuffs, Conforms to EN388",http://images.salsify.com/image/upload/s--MhBCEQMe--/wqrizhmdeozhtb441kat.png,http://images.salsify.com/image/upload/s--MhBCEQMe--/wqrizhmdeozhtb441kat.png,,http://images.salsify.com/image/upload/s--OccMhpej--/q2vvdjdpednurlgleuft.jpg,http://images.salsify.com/image/upload/s--YUDI1TAR--/ywpbuiguvcosl28nzzaq.jpg,,,http://images.salsify.com/image/upload/s--stIdslk3--/nry4h09cxhiw999gzj89.jpg,,,,,,http://images.salsify.com/image/upload/s--k7IxF1V---/kley4b2gnjzmszntbdls.jpg,,,,,,,,http://images.salsify.com/image/upload/s--UzC3o-x1--/f2cdptet2bvkqzt0v9fn.jpg,http://images.salsify.com/image/upload/s--MpEww36a--/xlqulslvzwaizflqtt0z.jpg,http://images.salsify.com/image/upload/s--ucDUz1Tm--/ozyzkynsewfuqpo3nk6m.jpg,http://images.salsify.com/image/upload/s--sK77Jts4--/fuio1lkr5rgsa1tdnhwa.jpg,http://images.salsify.com/image/upload/s--R6OzoSqa--/ijaolxkvuqgknwgsndwb.jpg,http://images.salsify.com/image/upload/s--QUf-coyJ--/cw27mkvzi7hqybis3mov.jpg,http://images.salsify.com/image/upload/s--jf6n18EB--/ydamebmmas4lrh8rmwzb.jpg,"http://images.salsify.com/image/upload/s--Eub-Vh6G--/pl7ptedsyeyaboualw1v.jpg, http://images.salsify.com/image/upload/s--ulBjTlxo--/lun3oyrnd38vhbia9fry.jpg, http://images.salsify.com/image/upload/s--qjKGAqw---/fxbs2yax2rvrmros822o.jpg, http://images.salsify.com/image/upload/s--5uzyWvAJ--/pqk02b7i3tl3bopkqh9m.jpg, http://images.salsify.com/image/upload/s--0Zn3__1H--/kl2o386jzd2iqgxoevz0.jpg, http://images.salsify.com/image/upload/s---Y9kd2Sx--/jocmns3tmhjlof8zogvx.jpg, http://images.salsify.com/image/upload/s--PbuMBQqm--/uyravq16gmpruqzwd3mi.jpg",,,,,,,,,,,,,,,,,,,,"The OX Demolition gloves are made to take a beating so your hands don’t have to. With TPR protection on the back and fingers, they help shield you from knocks and bumps, while the padded palm cuts down on vibration and adds extra comfort, added grip and extended wear. Solid choice for construction, demolition, or heavy material handling.",,"Impact rubber TPR protection across hand and fingers., Reinforced design to increase durability and grip., Padded palms for enhanced comfort & to reduce vibration., Breathable design reducing sweat build-up and keeping your hand cool & dry., Adjustable Velcro Cuffs, Conforms to EN388",,,,,,,,,,,,26.5,10.43,265.0,3,1.18,30.0,11,110.0,4.33,198,0.198,0.44
OX-T403616,OX Trade Bucket trowel wooden handle 160mm,Wet Trade Hand Tools > Masonry Tools > Masonry Trowels,OX-T403616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P162775,OX Pro Tile level system 3 x 22mm spacer 500 piece,Wet Trade Hand Tools > Tiling Tools > Tile Levelling Systems,OX-P162775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P120612,OX Pro 120 x 600mm Mixing Paddle - Helical with rim,Site & Shop Accessories > Site Supplies > Mixing Tools,OX-P120612,,http://images.salsify.com/image/upload/s--aIkVwvru--/vovsnb8yjh3ovnjzxgas.png,http://images.salsify.com/image/upload/s--aIkVwvru--/vovsnb8yjh3ovnjzxgas.png,http://images.salsify.com/image/upload/s--5UJ3EWYa--/ydjjebz3cxhqxoreaicd.png,http://images.salsify.com/image/upload/s--m0REzr_d--/m09auzulhrbjuqbhyf4v.png,,,,,http://images.salsify.com/image/upload/s--aIkVwvru--/vovsnb8yjh3ovnjzxgas.png,,,,,http://images.salsify.com/image/upload/s--O8WFCqQj--/zv4y6rt3quckb78d7own.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4.72,120.0,62.4,24.57,624.0,12,120.0,4.72,840,0.84,1.85
OX-P021904,"OX Pro Screed Spare Part - Clamp set, clamped",Wet Trade Hand Tools > Concreting Tools > Screeds & Straight Edges,OX-P021904,,http://images.salsify.com/image/upload/s--KHRHw73d--/mwmcdwsevt4as4dzem4j.png,http://images.salsify.com/image/upload/s--KHRHw73d--/mwmcdwsevt4as4dzem4j.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2.76,70.0,5,1.97,50.0,5,50.0,1.97,100,0.1,0.22
OX-S585404,OX High Visibility Rain Suit - Fluro Green - L,Site & Shop Accessories > Safety > Protective Workwear,OX-S585404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-D454301,OX Tuff Carbon Pencil Counter Display,Marketing & Promotional > Merchandising > Counter Displays,OX-D454301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P405401,OX Pro Sponge Rubber Float - Coarse,Wet Trade Hand Tools > Plastering Tools > Plaster Floats,OX-P405401,"Sponge rubber Coarse cell pad, Cemented to aluminium backing plate, Durable plastic handle, -, .",http://images.salsify.com/image/upload/s--Ad5v7fR0--/b8ddaxxrvyxe1frrwbnm.jpg,http://images.salsify.com/image/upload/s--Ad5v7fR0--/b8ddaxxrvyxe1frrwbnm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The OX Pro Course Texture Sponge Rubber Float includes cell pads cemented into an aluminium backing plate for a strength and durability.,"Sponge rubber Coarse cell pad, Cemented to aluminium backing plate, Durable plastic handle, -, .",,,,,,,,,,,,8.8,,88.0,34,,340.0,10,100.0,,309,0.309,0.74
TCX15-230/22,Spectrum Maestro 15mm Universal Turbo-Seg Dia Blade - 230/22.23mm,Power Tool Accessories > Diamond Blades > Multi-Purpose Blades,TCX15-230/22,"General purpose, 15mm Segment",http://images.salsify.com/image/upload/s--wT0sEs1y--/hji0jtntpbcrmx377isi.jpg,http://images.salsify.com/image/upload/s--wT0sEs1y--/hji0jtntpbcrmx377isi.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The TCX15 Spectrum Maestro 15mm Universal Turbo-Seg Dia Blade - 230/22.23mm. This blade offers exceptional value and longevity, boasting a 15mm segment height. Ideal for various concrete products like paviours, slabs, and kerbs, as well as general building materials. Perfect for professional construction and masonry projects.","General purpose, 15mm Segment",,,,,,,,,,,,1,,10.0,26.5,,265.0,23.5,235.0,,621,0.621,1.23
OX-T091208,"OX Trade Cold Chisel - ¾"" X 8"" / 20mm x 200mm",General Hand Tools > Striking & Demolition > Chisels,OX-T091208,"Made from solid forged carbon steel for ultimate strength, Hexagonal shaft for additional grip, Sharpenned tip for accuracy, Powder coated to provide maximum resistance to rusting, .",http://images.salsify.com/image/upload/s--79UlcJi0--/arw6y0pl7vwgg4j0ww7h.png,http://images.salsify.com/image/upload/s--79UlcJi0--/arw6y0pl7vwgg4j0ww7h.png,http://images.salsify.com/image/upload/s--79UlcJi0--/arw6y0pl7vwgg4j0ww7h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX Trade Cold Chisel makes metalwork easy with its ability to cut and shaping metal. Made from a single piece of forged steel, this hardened and tempered chisel boasts ultimate durability and strength.","Made from solid forged carbon steel for ultimate strength, Hexagonal shaft for additional grip, Sharpenned tip for accuracy, Powder coated to provide maximum resistance to rusting, .",,,,,,,,,,,,2,,20.0,20,,200.0,2,20.0,,411,0.411,0.88
OX-P362535,OX Pro Phillips Screwdriver PH3 x 150mm,General Hand Tools > Fastening > Screwdrivers,OX-P362535,,http://images.salsify.com/image/upload/s--pC2tV1E4--/ghf0x7oymisgl1rodf7q.png,http://images.salsify.com/image/upload/s--pC2tV1E4--/ghf0x7oymisgl1rodf7q.png,http://images.salsify.com/image/upload/s--pC2tV1E4--/ghf0x7oymisgl1rodf7q.png,http://images.salsify.com/image/upload/s--5L9zmFS5--/ijkxgkiekbag3xhzomew.png,,,,,,,http://images.salsify.com/image/upload/s--5MBbvkj6--/bko9qaitgeumvjhg81hn.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,1.89,48.0,24.3,9.57,243.0,,,,,,
OX-T403004,OX Trade Notched trowel wooden handle 280 x 130mm 4x4x4mm,Wet Trade Hand Tools > Tiling Tools > Tile Trowels,OX-T403004,,http://images.salsify.com/image/upload/s--1bfTRoqv--/tecmmxyfllkehw49uqhu.jpg,http://images.salsify.com/image/upload/s--1bfTRoqv--/tecmmxyfllkehw49uqhu.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPX-20,Trade XL Electroplated Diamond Core - 20mm,Power Tool Accessories > Core Bits > Tile Holesaws,EPX-20,"Fast, fine cutting of marble, ceramics and stone, Low cost for the occasional user, Straight shank for use in 3 jaw chuck, Recommended for use with water feed and guide",http://images.salsify.com/image/upload/s--qxzHAQuk--/xacufdzlnwd0aszhbdzm.png,http://images.salsify.com/image/upload/s--qxzHAQuk--/xacufdzlnwd0aszhbdzm.png,http://images.salsify.com/image/upload/s--qxzHAQuk--/xacufdzlnwd0aszhbdzm.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Spectrum Plus Electroplated Diamond Core - 20mm ensures fast, fine cutting of marble, ceramics, and stone. Ideal for occasional users, it features a straight shank for use in a 3-jaw chuck. Recommended for use with a water feed and guide, this tool combines efficiency with affordability.","Fast, fine cutting of marble, ceramics and stone, Low cost for the occasional user, Straight shank for use in 3 jaw chuck, Recommended for use with water feed and guide",,,,,,,,,,,,2.5,,25.0,15.5,,155.0,12.8,128.0,,70,0.07,0.12
OX-P011008,"OX Pro 3""x8"" 75x200mm Finish Trowel Stainless Steel OX Grip",Wet Trade Hand Tools > Plastering Tools > Plaster Trowels,OX-P011008,,http://images.salsify.com/image/upload/s--pXVjP2vF--/cddxleifdfqpkfoqxjed.jpg,http://images.salsify.com/image/upload/s--pXVjP2vF--/cddxleifdfqpkfoqxjed.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,4,,,,3.1,,,0.65
BR/25-PIN,Bore Out Charge To 25.4mm Bore & Pin Hole,Power Tool Accessories > Core Bits > Core Bit Accessories,BR/25-PIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-TA10-12,"Trade Asphalt Diamond Blade | Diameter: 12"" / 300mm | Bore: 1"" - 20mm",Power Tool Accessories > Diamond Blades > Asphalt/Block Blades,OX-TA10-12,,http://images.salsify.com/image/upload/s--0CdiS6kv--/mf8fnmpsop0we8uiuvhq.jpg,http://images.salsify.com/image/upload/s--0CdiS6kv--/mf8fnmpsop0we8uiuvhq.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99
OX-T189124,OX Trowel Machine Part - PT24 Centrifugal Clutch,Power Tools > Wet Trade Power Tools > Trowelling Machines & Accessories,OX-T189124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,10.0,1,,10.0,1,10.0,,8000,8,
OX-T332648,"OX Trade 4.8M Non-adjustable ""A Frame"" Trestle",Work Stands > Saw Horses > Metal Saw Horses,OX-T332648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,510.0,2,,20.0,85,850.0,,39510,39.51,
OX-T030401,OX Weephole Cleaner,Site & Shop Accessories > Site Supplies > Specialty Tools,OX-T030401,,http://images.salsify.com/image/upload/s--goG4D-gT--/pply5yw0eknu1f80cqmn.png,http://images.salsify.com/image/upload/s--goG4D-gT--/pply5yw0eknu1f80cqmn.png,,http://images.salsify.com/image/upload/s--_7SnWrTY--/ni7ntgpuwg2bbhvf5md0.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3.15,80.0,6,2.36,60.0,5,50.0,1.97,100,0.1,0.22
OX-UTDH-102,OX Ultimate 102mm Wet Diamond Core Drill - Hex Shank,Power Tool Accessories > Core Bits > Wet Core Bits,OX-UTDH-102,,,,http://images.salsify.com/image/upload/s--o78vWS7E--/hqnyubfb4mbzvkpvayo7.jpg,http://images.salsify.com/image/upload/s--sp02dY7g--/scofgzydcjyuxsh11bnd.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,330.0,14,,140.0,20,200.0,,200,0.2,
Screwdriver CDU,PRO Screwdriver CDU SPECIAL OFFER,General Hand Tools > Fastening > Screwdrivers,Screwdriver CDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-U268701,Ultimate 3-Inch Leather & Nylon Small/Medium Tool Belt w/ Kevlar Reinforcement,Tool Storage > Tool Belts & Pouches > Belts,OX-U268701,,http://images.salsify.com/image/upload/s--D5DeBr2X--/oxev8jtf7uum8rfdfcp1.jpg,http://images.salsify.com/image/upload/s--D5DeBr2X--/oxev8jtf7uum8rfdfcp1.jpg,,,,,,,,http://images.salsify.com/image/upload/s--vyogggEc--/bqcdbx4u3cikxeggiwv9.jpg,http://images.salsify.com/image/upload/s--yddvBOYo--/mda3rpt6ivibpl9cgsin.jpg,,,http://images.salsify.com/image/upload/s--GFKMGnGc--/mpiarkbewecpdjcdfb7a.jpg,http://images.salsify.com/image/upload/s--A95K0wig--/bsna08l9td0eke8z98qb.jpg,http://images.salsify.com/image/upload/s--2kbduelG--/htrgwajqmw9wczbpk2ua.jpg,http://images.salsify.com/image/upload/s--WliT_ovc--/y6byrsw9iqnuydlk6u3k.jpg,http://images.salsify.com/image/upload/s--teC-RJrJ--/rg3fwadzmephvz2hbryt.jpg,,,,http://images.salsify.com/image/upload/s--a0xylLih--/ffvarwnkqvwhj0lg1ztw.jpg,,,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s---SmZ0sVY--/cjgeh4s3gvdlrcznh2m4.pdf,,,,,,http://images.salsify.com/image/upload/s---SmZ0sVY--/cjgeh4s3gvdlrcznh2m4.pdf,,,,,,,,,,,3.43,1.35,34.3,12.7,5,127.0,77.47,774.7,30.5,450,0.45,0.99
OX-T081216,Trade 16-Ounce Fiberglass Handle Curved Claw Hammer,General Hand Tools > Striking & Demolition > Claw Hammers,OX-T081216,"Curved head ideal for extracting nails, Reduces vibration, Shock absorbent properties, Unique OX fibreglass handle, Hardened & tempered steel head",http://images.salsify.com/image/upload/s--oUkFduLP--/aa38378487cc4435a271408e9754679d87dcda4f.jpg,http://images.salsify.com/image/upload/s--oUkFduLP--/aa38378487cc4435a271408e9754679d87dcda4f.jpg,http://images.salsify.com/image/upload/s--VXkGv75l--/28c7bea89b1ae7aae405d6deb5e582affaa65643.jpg,http://images.salsify.com/image/upload/s--2QWzQec8--/958cba121d5270b3db0dabb67dc96ad4cf73b373.jpg,http://images.salsify.com/image/upload/s--LVKG49jq--/a4ea8a7e03c4bb74836380e1ef65909ecb5ede70.jpg,http://images.salsify.com/image/upload/s--wERKSgfU--/c7a7b4558de64ab18c80864db091df3695fe893d.jpg,http://images.salsify.com/image/upload/s--Nr2Fo2fN--/5f44f863d2bb996c81708fe36d518da25d09880c.jpg,http://images.salsify.com/image/upload/s--2JKtvlrr--/b1097f1c387c1688a2c40075c4c636d599c9421f.jpg,,,,,,http://images.salsify.com/image/upload/s--7c52eDPj--/8d0de233acb6bd6742bccb2f9296bd175c885c3f.jpg,http://images.salsify.com/image/upload/s--p8v3IGg3--/4a2a589a3ca0bc01f4a10d7f1d77ac67d46c8cae.jpg,http://images.salsify.com/image/upload/s--Oa45Tbnn--/588cda085f5183537df933b84f8ed17aa902b073.jpg,http://images.salsify.com/image/upload/s--8g-5Prth--/d3bb66e347ca20d1d1c708a01f5b9ca3eb48a852.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Trade 16-Ounce Fiberglass Handle Curved Claw Hammer, your ultimate companion for various tasks. Crafted with a hardened & tempered steel head and a unique OX fiberglass handle, it offers perfect balance, reduced vibration, and shock absorbent properties. Its curved head ensures effortless nail extraction, while the non-slip soft grip handle enhances comfort.","Curved head ideal for extracting nails, Reduces vibration, Shock absorbent properties, Unique OX fibreglass handle, Hardened & tempered steel head",,,,,,,,,,,,33.6,13.23,336.0,3.1,1.22,31.0,13.1,131.0,5.16,707,0.707,2.2
OX-P361621,"OX Pro 12pc Screwdriver Kit - PH, SQ, Blade",General Hand Tools > Fastening > Screwdrivers,OX-P361621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-TB10-14,"Trade Segmented Abrasive Diamond Blade | Diameter: 14"" / 356mm | Bore: 1"" - 20mm",Power Tool Accessories > Diamond Blades > Concrete/Masonry Blades,OX-TB10-14,,http://images.salsify.com/image/upload/s--J35PTLzk--/hsrdxbntmhxsrukwdajf.png,http://images.salsify.com/image/upload/s--J35PTLzk--/hsrdxbntmhxsrukwdajf.png,,http://images.salsify.com/image/upload/s--J35PTLzk--/hsrdxbntmhxsrukwdajf.png,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--AYy1V7Uo--/cxze9iawgyhlghgudkrm.jpg,http://images.salsify.com/image/upload/s--lp0VtHx9--/y8oacabh6rxf59zlblrr.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,16.93,430.0,6,2.36,60.0,38,380.0,14.96,9400,9.4,9.4
OX-P638702,OX Pro Deep Hole Marker (Loose),General Hand Tools > Marking > Markers,OX-P638702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P044001,OX Pro Grout Bag with Metal Reinforcing Tip,Wet Trade Hand Tools > Masonry Tools > Grout Bags,OX-P044001,,http://images.salsify.com/image/upload/s--KcfNNc_L--/p1x4ytbhywnxtfiwytog.png,http://images.salsify.com/image/upload/s--KcfNNc_L--/p1x4ytbhywnxtfiwytog.png,http://images.salsify.com/image/upload/s--PLS-1zRi--/kknigucdjvcl4i3fw19t.png,http://images.salsify.com/image/upload/s--MmyoOzTF--/oexym1312w1rgh5iecji.png,,,,http://images.salsify.com/image/upload/s---_F8LN52--/zcpkynf3kgd4zzmdt6al.png,,,http://images.salsify.com/image/upload/s--_leFDNL3--/n6vkjgcccoz2uuwnifqx.png,,,,http://images.salsify.com/image/upload/s--K-YLtnJ0--/ud64az8l88zwolcq7cmq.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25
OX-ACSB48-6.25,OX Pro Aluminium 6-1/4-Inch Circular Saw Blade | 48-Tooth,Power Tool Accessories > Saw Blades > Metal Saw Blades,OX-ACSB48-6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,160.0,,,,16,160.0,,,,
OX-P162772,OX Pro Tile level system 3 x 22mm spacer 250 piece,Wet Trade Hand Tools > Tiling Tools > Tile Levelling Systems,OX-P162772,"3x22mm Tile Spacers for Levelling system, 250pack, Ideal for outdoor 2cm thickness Porcelain",http://images.salsify.com/image/upload/s--g2PdZI_6--/qmgpk55q28fypwpoofjm.png,http://images.salsify.com/image/upload/s--g2PdZI_6--/qmgpk55q28fypwpoofjm.png,,http://images.salsify.com/image/upload/s--g2PdZI_6--/qmgpk55q28fypwpoofjm.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX Pro Tile Level System Spacer pack comes with 250 durable tile spacers that allow you to precisely hold tiles while your adhesive dries, resulting in an even finish that's free from lippage.","3x22mm Tile Spacers for Levelling system, 250pack, Ideal for outdoor 2cm thickness Porcelain",,,,,,,,,,,,0,,0.0,0,,0.0,0,0.0,,950,0.95,2.09
